,author id,name,paper id
0,242/3931,Samuel Benton,conf/kbse/BentonLLZ20
1,97/30,Xia Li,conf/kbse/BentonLLZ20
2,174/3394,Yiling Lou,conf/kbse/BentonLLZ20
3,27/7057,Lingming Zhang,conf/kbse/BentonLLZ20
4,282/6312,Zhenfei Cao,conf/kbse/CaoWYYF20
5,181/2815,Xu Wang,conf/kbse/CaoWYYF20
6,243/7123,Shengcheng Yu,conf/kbse/CaoWYYF20
7,272/5267,Yexiao Yun,conf/kbse/CaoWYYF20
8,124/0310,Chunrong Fang,conf/kbse/CaoWYYF20
9,246/8122,Junming Cao,conf/kbse/CaoYJZSZ20
10,01/7780,Shouliang Yang,conf/kbse/CaoYJZSZ20
11,179/1020,Wenhui Jiang,conf/kbse/CaoYJZSZ20
12,282/5945,Hushuang Zeng,conf/kbse/CaoYJZSZ20
13,83/2622,Beijun Shen,conf/kbse/CaoYJZSZ20
14,06/5514,Hao Zhong,conf/kbse/CaoYJZSZ20
15,95/5771,Zehua Chen,conf/kbse/ChenCSZP20
16,02/4907,Zhenbang Chen,conf/kbse/ChenCSZP20
17,241/0945,Ziqi Shuai,conf/kbse/ChenCSZP20
18,17/1651-1,Yufeng Zhang 0001,conf/kbse/ChenCSZP20
19,272/2396,Weiyu Pan,conf/kbse/ChenCSZP20
20,04/4498-3,Junjie Chen 0003,conf/kbse/ChenMZ20
21,247/3354,Haoyang Ma,conf/kbse/ChenMZ20
22,27/7057,Lingming Zhang,conf/kbse/ChenMZ20
23,257/0002,Songqiang Chen,conf/kbse/ChenXYJCX20
24,52/2991,Xiaoyuan Xie,conf/kbse/ChenXYJCX20
25,257/0029,Bangguo Yin,conf/kbse/ChenXYJCX20
26,24/10027,Yuanxiang Ji,conf/kbse/ChenXYJCX20
27,13/3479-15,Lin Chen 0015,conf/kbse/ChenXYJCX20
28,46/5742,Baowen Xu,conf/kbse/ChenXYJCX20
29,220/3069,Aryaz Eghbali,conf/kbse/EghbaliP20
30,25/2188,Michael Pradel,conf/kbse/EghbaliP20
31,f/JoaoFFerreira,João F. Ferreira,conf/kbse/FerreiraCDA20
32,30/2478,Pedro Cruz,conf/kbse/FerreiraCDA20
33,163/2121,Thomas Durieux,conf/kbse/FerreiraCDA20
34,00/6243,Rui Abreu 0001,conf/kbse/FerreiraCDA20
35,141/6073,Haochen He,conf/kbse/HeJLXYYWL20
36,162/7150,Zhouyang Jia,conf/kbse/HeJLXYYWL20
37,66/5479,Shanshan Li,conf/kbse/HeJLXYYWL20
38,83/10695,Erci Xu,conf/kbse/HeJLXYYWL20
39,51/8403,Tingting Yu,conf/kbse/HeJLXYYWL20
40,55/2008,Yue Yu,conf/kbse/HeJLXYYWL20
41,64/856,Ji Wang,conf/kbse/HeJLXYYWL20
42,22/562,Xiangke Liao,conf/kbse/HeJLXYYWL20
43,282/6291,Anjana Perera,conf/kbse/Perera20
44,76/4971,Tianqi Zhang,conf/kbse/ZhangZCSW20
45,17/1651-1,Yufeng Zhang 0001,conf/kbse/ZhangZCSW20
46,02/4907,Zhenbang Chen,conf/kbse/ZhangZCSW20
47,241/0945,Ziqi Shuai,conf/kbse/ZhangZCSW20
48,64/856-1,Ji Wang 0001,conf/kbse/ZhangZCSW20
49,27/3809-2,Bernd Fischer 0002,conf/kbse/0002TP19
50,33/5041,Salvatore La Torre,conf/kbse/0002TP19
51,11/1029,Gennaro Parlato,conf/kbse/0002TP19
52,190/1168,Haicheng Chen,conf/kbse/ChenD0Q19
53,167/8963,Wensheng Dou,conf/kbse/ChenD0Q19
54,08/8179-1,Yanyan Jiang 0001,conf/kbse/ChenD0Q19
55,31/3488,Feng Qin,conf/kbse/ChenD0Q19
56,193/7174,Boyuan Chen,conf/kbse/ChenJML19
57,50/23,Zhen Ming Jiang,conf/kbse/ChenJML19
58,256/6218,Paul Matos,conf/kbse/ChenJML19
59,256/6223,Michael Lacaria,conf/kbse/ChenJML19
60,54/4698-2,Jinfu Chen 0002,conf/kbse/ChenSHWL19
61,96/7305,Weiyi Shang,conf/kbse/ChenSHWL19
62,h/AhmedEHassan,Ahmed E. Hassan,conf/kbse/ChenSHWL19
63,84/2694,Yong Wang,conf/kbse/ChenSHWL19
64,193/7776,Jiangbin Lin,conf/kbse/ChenSHWL19
65,162/7150,Zhouyang Jia,conf/kbse/JiaLYLWLL19
66,66/5479,Shanshan Li,conf/kbse/JiaLYLWLL19
67,51/8403,Tingting Yu,conf/kbse/JiaLYLWLL19
68,22/562,Xiangke Liao,conf/kbse/JiaLYLWLL19
69,64/856,Ji Wang,conf/kbse/JiaLYLWLL19
70,65/622,Xiaodong Liu,conf/kbse/JiaLYLWLL19
71,38/559,Yunhuai Liu,conf/kbse/JiaLYLWLL19
72,155/6527,Jiajun Jiang,conf/kbse/JiangWXCZ19
73,12/6277,Ran Wang,conf/kbse/JiangWXCZ19
74,82/2673,Yingfei Xiong 0001,conf/kbse/JiangWXCZ19
75,45/2913,Xiangping Chen,conf/kbse/JiangWXCZ19
76,z/LuZhang1,Lu Zhang 0023,conf/kbse/JiangWXCZ19
77,219/5724,Tamjid Al Rahat,conf/kbse/RahatFT19
78,30/4550,Yu Feng,conf/kbse/RahatFT19
79,39/5423,Yuan Tian,conf/kbse/RahatFT19
80,249/2250,Daniil Stepanov,conf/kbse/StepanovAB19
81,140/9107,Marat Akhin,conf/kbse/StepanovAB19
82,157/8568,Mikhail A. Belyaev,conf/kbse/StepanovAB19
83,148/2428,ZhiWei Wu,conf/kbse/Wu0C19
84,72/2590-12,Jing Liu 0012,conf/kbse/Wu0C19
85,64/3062,Xiang Chen,conf/kbse/Wu0C19
86,243/7123,Shengcheng Yu,conf/kbse/Yu19a
87,36/2861,Nipun Arora,conf/kbse/Arora0IKR18
88,84/1826-1,Jonathan Bell 0001,conf/kbse/Arora0IKR18
89,i/FranjoIvancic,Franjo Ivancic,conf/kbse/Arora0IKR18
90,k/GailEKaiser,Gail E. Kaiser,conf/kbse/Arora0IKR18
91,74/1969,Baishakhi Ray,conf/kbse/Arora0IKR18
92,42/925,Davrondzhon Gafurov,conf/kbse/GafurovHM18
93,225/0312,Arne Erik Hurum,conf/kbse/GafurovHM18
94,225/0240,Martin Markman,conf/kbse/GafurovHM18
95,123/4524,Andrew Habib,conf/kbse/HabibP18a
96,25/2188,Michael Pradel,conf/kbse/HabibP18a
97,17/6400,Xue Han,conf/kbse/HanYL18
98,51/8403,Tingting Yu,conf/kbse/HanYL18
99,89/6793-1,David Lo 0001,conf/kbse/HanYL18
100,03/8513,Jiajun Hu,conf/kbse/HuWLCH18
101,47/5973,Lili Wei,conf/kbse/HuWLCH18
102,125/1824,Yepang Liu 0001,conf/kbse/HuWLCH18
103,c/SCCheung,Shing-Chi Cheung,conf/kbse/HuWLCH18
104,225/0242,Huaxun Huang,conf/kbse/HuWLCH18
105,167/0227,Caroline Lemieux,conf/kbse/LemieuxS18
106,04/418,Koushik Sen,conf/kbse/LemieuxS18
107,77/1513-1,Yun Lin 0001,conf/kbse/Lin0TBWD18
108,s/JunSun1,Jun Sun 0001,conf/kbse/Lin0TBWD18
109,225/0246,Lyly Tran,conf/kbse/Lin0TBWD18
110,86/9673,Guangdong Bai,conf/kbse/Lin0TBWD18
111,46/1165,Haijun Wang,conf/kbse/Lin0TBWD18
112,33/6517,Jin Song Dong,conf/kbse/Lin0TBWD18
113,225/0247,Huarui Lin,conf/kbse/LinWLSZW18
114,71/7089,Zan Wang,conf/kbse/LinWLSZW18
115,58/6609,Shuang Liu,conf/kbse/LinWLSZW18
116,s/JunSun1,Jun Sun 0001,conf/kbse/LinWLSZW18
117,225/0304,Dongdi Zhang,conf/kbse/LinWLSZW18
118,225/0372,Guangning Wei,conf/kbse/LinWLSZW18
119,166/4957,Michele Tufano,conf/kbse/TufanoWBPWP18
120,201/7334,Cody Watson,conf/kbse/TufanoWBPWP18
121,09/8523,Gabriele Bavota,conf/kbse/TufanoWBPWP18
122,d/MassimilianoDiPenta,Massimiliano Di Penta,conf/kbse/TufanoWBPWP18
123,56/1682,Martin White,conf/kbse/TufanoWBPWP18
124,02/320,Denys Poshyvanyk,conf/kbse/TufanoWBPWP18
125,65/5138,Xiang Zhou,conf/kbse/ZhouPX0LJD18
126,14/6370-1,Xin Peng 0001,conf/kbse/ZhouPX0LJD18
127,181/2328,Tao Xie,conf/kbse/ZhouPX0LJD18
128,s/JunSun1,Jun Sun 0001,conf/kbse/ZhouPX0LJD18
129,39/3944,Wenhai Li,conf/kbse/ZhouPX0LJD18
130,02/8490,Chao Ji,conf/kbse/ZhouPX0LJD18
131,82/6917,Dan Ding,conf/kbse/ZhouPX0LJD18
132,29/9960,Rodrigo Castaño,conf/kbse/CastanoBGU17
133,b/VictorABraberman,Víctor A. Braberman,conf/kbse/CastanoBGU17
134,g/DiegoGarbervetsky,Diego Garbervetsky,conf/kbse/CastanoBGU17
135,21/1391,Sebastián Uchitel,conf/kbse/CastanoBGU17
136,16/19,Anthony Di Franco,conf/kbse/FrancoGR17
137,70/2221-7,Hui Guo 0007,conf/kbse/FrancoGR17
138,69/495,Cindy Rubio-González,conf/kbse/FrancoGR17
139,147/4379,Truc L. Nguyen,conf/kbse/NguyenS0TP17
140,23/8898,Peter Schrammel,conf/kbse/NguyenS0TP17
141,27/3809-2,Bernd Fischer 0002,conf/kbse/NguyenS0TP17
142,33/5041,Salvatore La Torre,conf/kbse/NguyenS0TP17
143,11/1029,Gennaro Parlato,conf/kbse/NguyenS0TP17
144,29/5259-35,Jie Wang 0035,conf/kbse/Wang17
145,29/5259-35,Jie Wang 0035,conf/kbse/WangDGGQYW17
146,167/8963,Wensheng Dou,conf/kbse/WangDGGQYW17
147,46/2974,Yu Gao,conf/kbse/WangDGGQYW17
148,30/10529,Chushu Gao,conf/kbse/WangDGGQYW17
149,31/3488,Feng Qin,conf/kbse/WangDGGQYW17
150,207/7170,Kang Yin,conf/kbse/WangDGGQYW17
151,68/6546-1,Jun Wei 0001,conf/kbse/WangDGGQYW17
152,50/7258-2,Martin Hentschel 0002,conf/kbse/0002HB16a
153,h/ReinerHahnle,Reiner Hähnle,conf/kbse/0002HB16a
154,78/560,Richard Bubel,conf/kbse/0002HB16a
155,184/8089,Rafi Almhana,conf/kbse/AlmhanaMK016
156,140/0883,Wiem Mkaouer,conf/kbse/AlmhanaMK016
157,90/382,Marouane Kessentini,conf/kbse/AlmhanaMK016
158,73/6919-1,Ali Ouni 0001,conf/kbse/AlmhanaMK016
159,166/9687,Sara Abbaspour Asadollah,conf/kbse/AsadollahSESH16
160,14/9944,Mehrdad Saadatmand,conf/kbse/AsadollahSESH16
161,71/5135,Sigrid Eldh,conf/kbse/AsadollahSESH16
162,98/7045,Daniel Sundmark,conf/kbse/AsadollahSESH16
163,65/1154,Hans A. Hansson,conf/kbse/AsadollahSESH16
164,145/4011,Ivan Bocic,conf/kbse/BocicB16
165,07/3368,Tevfik Bultan,conf/kbse/BocicB16
166,07/6095-3,Yang Feng 0003,conf/kbse/FengJCF16
167,57/6158,James A. Jones,conf/kbse/FengJCF16
168,86/541-1,Zhenyu Chen 0001,conf/kbse/FengJCF16
169,124/0310,Chunrong Fang,conf/kbse/FengJCF16
170,133/8821,Owolabi Legunsen,conf/kbse/LegunsenHXRM16
171,184/8086,Wajih Ul Hassan,conf/kbse/LegunsenHXRM16
172,184/8077,Xinyue Xu,conf/kbse/LegunsenHXRM16
173,r/GrigoreRosu,Grigore Rosu,conf/kbse/LegunsenHXRM16
174,48/3911,Darko Marinov,conf/kbse/LegunsenHXRM16
175,184/8085,Hongyin Tang,conf/kbse/TangWWZ16
176,00/5453,Guoquan Wu,conf/kbse/TangWWZ16
177,68/6546-1,Jun Wei 0001,conf/kbse/TangWWZ16
178,65/569,Hua Zhong,conf/kbse/TangWWZ16
179,62/3151-9,Song Wang 0009,conf/kbse/WangCMT16
180,167/0157,Devin Chollak,conf/kbse/WangCMT16
181,136/8637,Dana Movshovitz-Attias,conf/kbse/WangCMT16
182,13/3957-1,Lin Tan 0001,conf/kbse/WangCMT16
183,14/1915-1,Junjie Wang 0001,conf/kbse/WangWCW16
184,62/3151-9,Song Wang 0009,conf/kbse/WangWCW16
185,99/6854-1,Qiang Cui 0001,conf/kbse/WangWCW16
186,97/6505-1,Qing Wang 0001,conf/kbse/WangWCW16
187,99/1109-1,Ming Wen 0001,conf/kbse/WenWC16
188,92/9102,Rongxin Wu,conf/kbse/WenWC16
189,c/SCCheung,Shing-Chi Cheung,conf/kbse/WenWC16
190,97/3485,Zijiang Yang,conf/kbse/2016sctdcp
191,52/5150-2,Ting Liu 0002,conf/kbse/2016sctdcp
192,53/1565,Daniel Xiapu Luo,conf/kbse/2016sctdcp
193,147/4382,Pantazis Deligiannis,conf/kbse/DeligiannisDR15
194,11/5933,Alastair F. Donaldson,conf/kbse/DeligiannisDR15
195,31/4458,Zvonimir Rakamaric,conf/kbse/DeligiannisDR15
196,16/4671,Qing Gao,conf/kbse/GaoZWXZM15
197,163/6826,Hansheng Zhang,conf/kbse/GaoZWXZM15
198,29/5259,Jie Wang,conf/kbse/GaoZWXZM15
199,82/2673,Yingfei Xiong 0001,conf/kbse/GaoZWXZM15
200,z/LuZhang1,Lu Zhang 0023,conf/kbse/GaoZWXZM15
201,14/2036,Hong Mei,conf/kbse/GaoZWXZM15
202,28/7539,Shin Hong,conf/kbse/HongLKJKKK15
203,69/671,Byeongcheol Lee,conf/kbse/HongLKJKKK15
204,174/1969,Taehoon Kwak,conf/kbse/HongLKJKKK15
205,174/2074,Yiru Jeon,conf/kbse/HongLKJKKK15
206,174/2008,Bongsuk Ko,conf/kbse/HongLKJKKK15
207,76/5961,Yunho Kim,conf/kbse/HongLKJKKK15
208,11/6551,Moonzoo Kim,conf/kbse/HongLKJKKK15
209,174/1993,An Ngoc Lam,conf/kbse/LamNNN15
210,49/8034-1,Anh Tuan Nguyen 0001,conf/kbse/LamNNN15
211,51/6992,Hoan Anh Nguyen,conf/kbse/LamNNN15
212,56/6902,Tien N. Nguyen,conf/kbse/LamNNN15
213,174/2038,Ziyi Lin,conf/kbse/LinMZCZ15
214,48/3911,Darko Marinov,conf/kbse/LinMZCZ15
215,06/5514,Hao Zhong,conf/kbse/LinMZCZ15
216,21/6510,Yuting Chen,conf/kbse/LinMZCZ15
217,71/6948,Jianjun Zhao,conf/kbse/LinMZCZ15
218,26/10673,Andreas Wölfl,conf/kbse/WolflSAKKW15
219,99/1780,Norbert Siegmund,conf/kbse/WolflSAKKW15
220,a/SvenApel,Sven Apel,conf/kbse/WolflSAKKW15
221,k/HaraldKosch,Harald Kosch,conf/kbse/WolflSAKKW15
222,174/1991,Johann Krautlager,conf/kbse/WolflSAKKW15
223,174/2063,Guillermo Weber-Urbina,conf/kbse/WolflSAKKW15
224,115/4372,Iago Abal,conf/kbse/AbalBW14
225,61/6274,Claus Brabrand,conf/kbse/AbalBW14
226,18/3339,Andrzej Wasowski,conf/kbse/AbalBW14
227,47/9384,Markus Borg,conf/kbse/Borg14
228,128/5691,Pavneet Singh Kochhar,conf/kbse/KochharTL14
229,39/5423-8,Yuan Tian 0008,conf/kbse/KochharTL14
230,89/6793-1,David Lo 0001,conf/kbse/KochharTL14
231,97/1263,Sergio Segura,conf/kbse/SeguraSC14
232,139/5712,Ana B. Sánchez,conf/kbse/SeguraSC14
233,c/AntonioRuizCortes,Antonio Ruiz Cortés,conf/kbse/SeguraSC14
234,07/10158,Ferdian Thung,conf/kbse/ThungKL14
235,128/5691,Pavneet Singh Kochhar,conf/kbse/ThungKL14
236,89/6793-1,David Lo 0001,conf/kbse/ThungKL14
237,33/9876,Wenwen Wang,conf/kbse/WangWWYSYLFG14
238,00/8025,Zhenjiang Wang,conf/kbse/WangWWYSYLFG14
239,51/3529-2,Chenggang Wu 0002,conf/kbse/WangWWYSYLFG14
240,y/PenChungYew,Pen-Chung Yew,conf/kbse/WangWWYSYLFG14
241,36/4172,Xipeng Shen,conf/kbse/WangWWYSYLFG14
242,35/824,Xiang Yuan,conf/kbse/WangWWYSYLFG14
243,34/780,Jianjun Li,conf/kbse/WangWWYSYLFG14
244,f/XiaobingFeng2,Xiaobing Feng 0002,conf/kbse/WangWWYSYLFG14
245,04/606,Yong Guan,conf/kbse/WangWWYSYLFG14
246,150/8959,Daniele Zuddas,conf/kbse/ZuddasJPMO14
247,66/2173-1,Wei Jin 0001,conf/kbse/ZuddasJPMO14
248,61/1343,Fabrizio Pastore,conf/kbse/ZuddasJPMO14
249,27/2914,Leonardo Mariani,conf/kbse/ZuddasJPMO14
250,35/805,Alessandro Orso,conf/kbse/ZuddasJPMO14
251,120/0755,José Campos,conf/kbse/CamposAFd13
252,00/6243,Rui Abreu 0001,conf/kbse/CamposAFd13
253,74/2259,Gordon Fraser 0001,conf/kbse/CamposAFd13
254,16/608,Marcelo d&apos;Amorim,conf/kbse/CamposAFd13
255,37/1917,Jian-Guang Lou,conf/kbse/LouLDFZX13
256,120/0743,Qingwei Lin,conf/kbse/LouLDFZX13
257,55/5564-1,Rui Ding 0001,conf/kbse/LouLDFZX13
258,17/1352,Qiang Fu,conf/kbse/LouLDFZX13
259,87/461,Dongmei Zhang,conf/kbse/LouLDFZX13
260,x/TaoXie,Tao Xie 0001,conf/kbse/LouLDFZX13
261,136/1148,Peter Ohmann,conf/kbse/OhmannL13
262,l/BenLiblit,Ben Liblit,conf/kbse/OhmannL13
263,05/10607,Parth Sagdeo,conf/kbse/SagdeoEPV13
264,139/6967,Nicholas Ewalt,conf/kbse/SagdeoEPV13
265,15/9843,Debjit Pal,conf/kbse/SagdeoEPV13
266,70/5718,Shobha Vasudevan,conf/kbse/SagdeoEPV13
267,67/9972,Ripon K. Saha,conf/kbse/SahaLKP13
268,29/239,Matthew Lease,conf/kbse/SahaLKP13
269,k/SarfrazKhurshid,Sarfraz Khurshid,conf/kbse/SahaLKP13
270,p/DEPerry,Dewayne E. Perry,conf/kbse/SahaLKP13
271,22/10607,Francisco Servant,conf/kbse/Servant13
272,139/7050,Higor Amario de Souza,conf/kbse/SouzaC13
273,82/201,Marcos Lordello Chaim,conf/kbse/SouzaC13
274,00/8006,Tegawendé F. Bissyandé,conf/kbse/BissyandeRLM12
275,11/1262,Laurent Réveillère,conf/kbse/BissyandeRLM12
276,l/JuliaLLawall,Julia L. Lawall,conf/kbse/BissyandeRLM12
277,27/4405,Gilles Muller,conf/kbse/BissyandeRLM12
278,120/0755,José Campos,conf/kbse/CamposRPA12
279,25/8376,André Riboira,conf/kbse/CamposRPA12
280,120/0747,Alexandre Perez,conf/kbse/CamposRPA12
281,00/6243,Rui Abreu 0001,conf/kbse/CamposRPA12
282,28/7849,Liang Gong,conf/kbse/GongLJZ12
283,89/6793-1,David Lo 0001,conf/kbse/GongLJZ12
284,82/3572,Lingxiao Jiang,conf/kbse/GongLJZ12
285,29/2726-2,Hongyu Zhang 0002,conf/kbse/GongLJZ12
286,16/7856,Divya Gopinath,conf/kbse/GopinathZK12
287,99/7855,Razieh Nokhbeh Zaeem,conf/kbse/GopinathZK12
288,k/SarfrazKhurshid,Sarfraz Khurshid,conf/kbse/GopinathZK12
289,49/8034-1,Anh Tuan Nguyen 0001,conf/kbse/NguyenNNLS12
290,48/5816,Tung Thanh Nguyen,conf/kbse/NguyenNNLS12
291,56/6902,Tien N. Nguyen,conf/kbse/NguyenNNLS12
292,89/6793-1,David Lo 0001,conf/kbse/NguyenNNLS12
293,04/7120,Chengnian Sun,conf/kbse/NguyenNNLS12
294,07/10158,Ferdian Thung,conf/kbse/ThungLLJRD12
295,11/9103,Lucia,conf/kbse/ThungLLJRD12
296,89/6793-1,David Lo 0001,conf/kbse/ThungLLJRD12
297,82/3572,Lingxiao Jiang,conf/kbse/ThungLLJRD12
298,44/8127,Foyzur Rahman,conf/kbse/ThungLLJRD12
299,d/PremkumarTDevanbu,Premkumar T. Devanbu,conf/kbse/ThungLLJRD12
300,197/1322,Kai Yu,conf/kbse/YuLCZ12
301,65/8655,Mengxiang Lin,conf/kbse/YuLCZ12
302,03/5287,Jin Chen,conf/kbse/YuLCZ12
303,95/3760,Xiangyu Zhang,conf/kbse/YuLCZ12
304,74/4202,Aritra Bandyopadhyay,conf/kbse/Bandyopadhyay11
305,74/4202,Aritra Bandyopadhyay,conf/kbse/BandyopadhyayG11
306,g/SudiptoGhosh,Sudipto Ghosh,conf/kbse/BandyopadhyayG11
307,71/8932,Alberto González-Sanchez,conf/kbse/Gonzalez-SanchezAGG11
308,00/6243,Rui Abreu 0001,conf/kbse/Gonzalez-SanchezAGG11
309,13/3913,Hans-Gerhard Gross,conf/kbse/Gonzalez-SanchezAGG11
310,81/3406,Arjan J. C. van Gemund,conf/kbse/Gonzalez-SanchezAGG11
311,70/3155,Ross Gore,conf/kbse/GoreRK11
312,59/5690,Paul F. Reynolds Jr.,conf/kbse/GoreRK11
313,17/10607,David Kamensky,conf/kbse/GoreRK11
314,71/9102,David Insa,conf/kbse/InsaS11
315,27/409,Josep Silva,conf/kbse/InsaS11
316,49/8034-1,Anh Tuan Nguyen 0001,conf/kbse/NguyenNANN11
317,48/5816,Tung Thanh Nguyen,conf/kbse/NguyenNANN11
318,24/3120,Jafar M. Al-Kofahi,conf/kbse/NguyenNANN11
319,71/8604,Hung Viet Nguyen,conf/kbse/NguyenNANN11
320,56/6902,Tien N. Nguyen,conf/kbse/NguyenNANN11
321,04/7120,Chengnian Sun,conf/kbse/SunLKJ11
322,89/6793-1,David Lo 0001,conf/kbse/SunLKJ11
323,k/SiauChenKhoo,Siau-Cheng Khoo,conf/kbse/SunLKJ11
324,68/1974-5,Jing Jiang 0005,conf/kbse/SunLKJ11
325,49/6937-2,Shaowei Wang 0002,conf/kbse/WangLJLL11
326,89/6793-1,David Lo 0001,conf/kbse/WangLJLL11
327,82/3572,Lingxiao Jiang,conf/kbse/WangLJLL11
328,11/9103,Lucia,conf/kbse/WangLJLL11
329,27/6572,Hoong Chuin Lau,conf/kbse/WangLJLL11
330,h/ReinerHahnle,Reiner Hähnle,conf/kbse/HahnleBBR10
331,15/7922,Marcus Baum,conf/kbse/HahnleBBR10
332,78/560,Richard Bubel,conf/kbse/HahnleBBR10
333,16/8523,Marcel Rothe,conf/kbse/HahnleBBR10
334,83/943,KyungHee Kim,conf/kbse/KimYS10
335,37/573,Tuba Yavuz-Kahveci,conf/kbse/KimYS10
336,77/189,Beverly A. Sanders,conf/kbse/KimYS10
337,l/JuliaLLawall,Julia L. Lawall,conf/kbse/LawallL10
338,89/6793-1,David Lo 0001,conf/kbse/LawallL10
339,96/7305,Weiyi Shang,conf/kbse/ShangAH10
340,98/6356,Bram Adams,conf/kbse/ShangAH10
341,h/AhmedEHassan,Ahmed E. Hassan,conf/kbse/ShangAH10
342,s/RenukaSindhgatta,Renuka Sindhgatta,conf/kbse/SindhgattaNSVR10
343,n/NanjangudCNarendra,Nanjangud C. Narendra,conf/kbse/SindhgattaNSVR10
344,63/143,Bikram Sengupta,conf/kbse/SindhgattaNSVR10
345,32/698,Karthik Visweswariah,conf/kbse/SindhgattaNSVR10
346,81/6041,Arthur G. Ryman,conf/kbse/SindhgattaNSVR10
347,54/5019,Willem Visser,conf/kbse/VisserG10
348,g/JacoGeldenhuys,Jaco Geldenhuys,conf/kbse/VisserG10
349,52/6482,Zhenchang Xing,conf/kbse/XingSLD10
350,s/JunSun1,Jun Sun 0001,conf/kbse/XingSLD10
351,51/3710-3,Yang Liu 0003,conf/kbse/XingSLD10
352,33/6517,Jin Song Dong,conf/kbse/XingSLD10
353,00/6243,Rui Abreu 0001,conf/kbse/AbreuZG09
354,79/2159,Peter Zoeteweij,conf/kbse/AbreuZG09
355,81/3406,Arjan J. C. van Gemund,conf/kbse/AbreuZG09
356,61/7634,Aldeida Aleti,conf/kbse/AletiGMM09
357,55/4092,Lars Grunske,conf/kbse/AletiGMM09
358,58/7634,Indika Meedeniya,conf/kbse/AletiGMM09
359,15/3996,Irene Moser,conf/kbse/AletiGMM09
360,66/7880,Shaimaa Ali,conf/kbse/AliADW09
361,18/6535,James H. Andrews,conf/kbse/AliADW09
362,79/7880,Tamilselvi Dhandapani,conf/kbse/AliADW09
363,82/7880,Wantao Wang,conf/kbse/AliADW09
364,70/7880,Tom Janssen,conf/kbse/JanssenAG09
365,00/6243,Rui Abreu 0001,conf/kbse/JanssenAG09
366,81/3406,Arjan J. C. van Gemund,conf/kbse/JanssenAG09
367,29/2608,Muhammad Zubair Malik,conf/kbse/MalikGEK09
368,86/7880,Khalid Ghori,conf/kbse/MalikGEK09
369,45/5552,Bassem Elkarablieh,conf/kbse/MalikGEK09
370,k/SarfrazKhurshid,Sarfraz Khurshid,conf/kbse/MalikGEK09
371,39/7547,Shivkumar Shivaji,conf/kbse/ShivajiWAK09
372,w/EJWhiteheadJr,E. James Whitehead Jr.,conf/kbse/ShivajiWAK09
373,87/4941,Ram Akella,conf/kbse/ShivajiWAK09
374,k/SunghunKim,Sunghun Kim 0001,conf/kbse/ShivajiWAK09
375,06/1041,Martin Weiglhofer,conf/kbse/WeiglhoferFW09
376,74/2259,Gordon Fraser 0001,conf/kbse/WeiglhoferFW09
377,w/FranzWotawa,Franz Wotawa,conf/kbse/WeiglhoferFW09
378,20/4565,Manuel Wimmer,conf/kbse/WimmerKSKRS09
379,k/GKappel,Gerti Kappel,conf/kbse/WimmerKSKRS09
380,54/3292,Johannes Schönböck,conf/kbse/WimmerKSKRS09
381,17/6194,Angelika Kusel,conf/kbse/WimmerKSKRS09
382,r/WRetschitzegger,Werner Retschitzegger,conf/kbse/WimmerKSKRS09
383,49/2059,Wieland Schwinger,conf/kbse/WimmerKSKRS09
384,84/2467,Hwa-You Hsu,conf/kbse/HsuJO08
385,57/6158,James A. Jones,conf/kbse/HsuJO08
386,35/805,Alessandro Orso,conf/kbse/HsuJO08
387,36/1500,Ciera Jaspan,conf/kbse/JaspanQA08
388,69/6777,Trisha Quan,conf/kbse/JaspanQA08
389,67/6837,Jonathan Aldrich,conf/kbse/JaspanQA08
390,50/5315,Wolfgang Mayer,conf/kbse/MayerS08
391,s/MarkusStumptner,Markus Stumptner,conf/kbse/MayerS08
392,37/3888,Cédric Mesnage,conf/kbse/MesnageJ08
393,j/MehdiJazayeri,Mehdi Jazayeri,conf/kbse/MesnageJ08
394,47/4458,Elad Yom-Tov,conf/kbse/Yom-TovTUH08
395,73/157,Rachel Tzoref,conf/kbse/Yom-TovTUH08
396,41/371,Shmuel Ur,conf/kbse/Yom-TovTUH08
397,71/1343,Shlomo Hoory,conf/kbse/Yom-TovTUH08
398,88/3717,Valentin Dallmeier,conf/kbse/DallmeierZ07
399,19/3622-1,Thomas Zimmermann 0001,conf/kbse/DallmeierZ07
400,79/2779,Pieter Hooimeijer,conf/kbse/HooimeijerW07
401,05/4127,Westley Weimer,conf/kbse/HooimeijerW07
402,82/3572,Lingxiao Jiang,conf/kbse/JiangS07
403,s/ZhendongSu,Zhendong Su,conf/kbse/JiangS07
404,54/530,Cemal Yilmaz,conf/kbse/YilmazW07
405,83/2964,Clay Williams,conf/kbse/YilmazW07
406,k/SunghunKim,Sunghun Kim 0001,conf/kbse/KimZPW06
407,19/3622-1,Thomas Zimmermann 0001,conf/kbse/KimZPW06
408,16/6245,Kai Pan,conf/kbse/KimZPW06
409,w/EJWhiteheadJr,E. James Whitehead Jr.,conf/kbse/KimZPW06
410,13/1323,Marcelo F. Frias,conf/kbse/FriasGSB05
411,20/93,Rodolfo Gamarra,conf/kbse/FriasGSB05
412,83/185,Gabriela Steren,conf/kbse/FriasGSB05
413,22/3099,Lorena Bourg,conf/kbse/FriasGSB05
414,50/456,Dan Hao,conf/kbse/HaoPZZMS05
415,27/1145,Ying Pan,conf/kbse/HaoPZZMS05
